Individual,Run,Variant,Input,Feasibility
79,3,1,2,Infeasible
80,3,1,2,Infeasible
81,3,1,2,Infeasible
82,3,1,2,Infeasible
83,3,1,2,Infeasible
84,3,1,2,Infeasible
85,3,1,2,Infeasible
86,3,1,2,Infeasible
87,3,1,2,Infeasible
88,3,1,2,Infeasible
89,3,1,2,Infeasible
90,3,1,2,Infeasible
91,3,1,2,Infeasible
0,3,1,3,Infeasible
1,3,1,3,Infeasible
2,3,1,3,Infeasible
3,3,1,3,Infeasible
4,3,1,3,Infeasible
5,3,1,3,Infeasible
6,3,1,3,Infeasible
7,3,1,3,Infeasible
8,3,1,3,Infeasible
9,3,1,3,Infeasible
10,3,1,3,Infeasible
11,3,1,3,Infeasible
12,3,1,3,Infeasible
13,3,1,3,Infeasible
14,3,1,3,Infeasible
15,3,1,3,Infeasible
16,3,1,3,Infeasible
17,3,1,3,Infeasible
18,3,1,3,Infeasible
19,3,1,3,Infeasible
20,3,1,3,Infeasible
21,3,1,3,Infeasible
22,3,1,3,Infeasible
23,3,1,3,Infeasible
24,3,1,3,Infeasible
25,3,1,3,Infeasible
26,3,1,3,Infeasible
27,3,1,3,Infeasible
28,3,1,3,Infeasible
29,3,1,3,Infeasible
30,3,1,3,Infeasible
31,3,1,3,Infeasible
32,3,1,3,Infeasible
33,3,1,3,Infeasible
34,3,1,3,Infeasible
35,3,1,3,Infeasible
36,3,1,3,Infeasible
37,3,1,3,Infeasible
38,3,1,3,Infeasible
39,3,1,3,Infeasible
40,3,1,3,Infeasible
41,3,1,3,Infeasible
42,3,1,3,Infeasible
43,3,1,3,Infeasible
44,3,1,3,Infeasible
45,3,1,3,Infeasible
46,3,1,3,Infeasible
47,3,1,3,Infeasible
48,3,1,3,Infeasible
49,3,1,3,Infeasible
50,3,1,3,Infeasible
51,3,1,3,Infeasible
52,3,1,3,Infeasible
53,3,1,3,Infeasible
54,3,1,3,Infeasible
55,3,1,3,Infeasible
56,3,1,3,Infeasible
57,3,1,3,Infeasible
58,3,1,3,Infeasible
59,3,1,3,Infeasible
60,3,1,3,Infeasible
61,3,1,3,Infeasible
62,3,1,3,Infeasible
63,3,1,3,Infeasible
64,3,1,3,Infeasible
65,3,1,3,Infeasible
66,3,1,3,Infeasible
67,3,1,3,Infeasible
68,3,1,3,Infeasible
69,3,1,3,Infeasible
70,3,1,3,Infeasible
71,3,1,3,Infeasible
72,3,1,3,Infeasible
73,3,1,3,Infeasible
74,3,1,3,Infeasible
75,3,1,3,Infeasible
76,3,1,3,Infeasible
77,3,1,3,Infeasible
78,3,1,3,Infeasible
79,3,1,3,Infeasible
80,3,1,3,Infeasible
81,3,1,3,Infeasible
82,3,1,3,Infeasible
83,3,1,3,Infeasible
84,3,1,3,Infeasible
85,3,1,3,Infeasible
86,3,1,3,Infeasible
87,3,1,3,Infeasible
88,3,1,3,Infeasible
89,3,1,3,Infeasible
90,3,1,3,Infeasible
91,3,1,3,Infeasible
0,4,1,1,Infeasible
1,4,1,1,Infeasible
2,4,1,1,Infeasible
3,4,1,1,Infeasible
4,4,1,1,Infeasible
5,4,1,1,Infeasible
6,4,1,1,Infeasible
7,4,1,1,Infeasible
8,4,1,1,Infeasible
9,4,1,1,Infeasible
10,4,1,1,Infeasible
11,4,1,1,Infeasible
12,4,1,1,Infeasible
13,4,1,1,Infeasible
14,4,1,1,Infeasible
15,4,1,1,Infeasible
16,4,1,1,Infeasible
17,4,1,1,Infeasible
18,4,1,1,Infeasible
19,4,1,1,Infeasible
20,4,1,1,Feasible
21,4,1,1,Infeasible
22,4,1,1,Infeasible
23,4,1,1,Infeasible
24,4,1,1,Infeasible
25,4,1,1,Infeasible
26,4,1,1,Infeasible
27,4,1,1,Infeasible
28,4,1,1,Infeasible
29,4,1,1,Infeasible
30,4,1,1,Infeasible
31,4,1,1,Infeasible
32,4,1,1,Infeasible
33,4,1,1,Infeasible
34,4,1,1,Infeasible
35,4,1,1,Infeasible
36,4,1,1,Infeasible
37,4,1,1,Infeasible
38,4,1,1,Infeasible
39,4,1,1,Infeasible
40,4,1,1,Infeasible
41,4,1,1,Infeasible
42,4,1,1,Infeasible
43,4,1,1,Infeasible
44,4,1,1,Infeasible
45,4,1,1,Infeasible
46,4,1,1,Infeasible
47,4,1,1,Infeasible
48,4,1,1,Infeasible
49,4,1,1,Infeasible
50,4,1,1,Infeasible
51,4,1,1,Infeasible
52,4,1,1,Infeasible
53,4,1,1,Infeasible
54,4,1,1,Infeasible
55,4,1,1,Infeasible
56,4,1,1,Infeasible
57,4,1,1,Infeasible
58,4,1,1,Infeasible
59,4,1,1,Infeasible
60,4,1,1,Infeasible
61,4,1,1,Infeasible
62,4,1,1,Infeasible
63,4,1,1,Infeasible
64,4,1,1,Infeasible
65,4,1,1,Infeasible
66,4,1,1,Infeasible
67,4,1,1,Infeasible
68,4,1,1,Infeasible
69,4,1,1,Infeasible
70,4,1,1,Infeasible
71,4,1,1,Infeasible
72,4,1,1,Infeasible
73,4,1,1,Infeasible
74,4,1,1,Infeasible
75,4,1,1,Infeasible
76,4,1,1,Infeasible
77,4,1,1,Infeasible
78,4,1,1,Infeasible
79,4,1,1,Infeasible
80,4,1,1,Infeasible
81,4,1,1,Infeasible
82,4,1,1,Infeasible
83,4,1,1,Infeasible
84,4,1,1,Infeasible
85,4,1,1,Infeasible
86,4,1,1,Infeasible
87,4,1,1,Infeasible
88,4,1,1,Infeasible
89,4,1,1,Infeasible
90,4,1,1,Infeasible
91,4,1,1,Infeasible
0,4,1,2,Infeasible
1,4,1,2,Infeasible
2,4,1,2,Infeasible
3,4,1,2,Infeasible
4,4,1,2,Infeasible
5,4,1,2,Infeasible
6,4,1,2,Infeasible
7,4,1,2,Infeasible
8,4,1,2,Infeasible
9,4,1,2,Infeasible
10,4,1,2,Infeasible
11,4,1,2,Infeasible
12,4,1,2,Infeasible
13,4,1,2,Infeasible
14,4,1,2,Infeasible
15,4,1,2,Infeasible
16,4,1,2,Infeasible
17,4,1,2,Infeasible
18,4,1,2,Infeasible
19,4,1,2,Infeasible
20,4,1,2,Infeasible
21,4,1,2,Infeasible
22,4,1,2,Infeasible
23,4,1,2,Infeasible
24,4,1,2,Infeasible
25,4,1,2,Infeasible
26,4,1,2,Infeasible
27,4,1,2,Infeasible
28,4,1,2,Infeasible
29,4,1,2,Infeasible
30,4,1,2,Infeasible
31,4,1,2,Infeasible
32,4,1,2,Infeasible
33,4,1,2,Infeasible
34,4,1,2,Infeasible
35,4,1,2,Infeasible
36,4,1,2,Infeasible
37,4,1,2,Infeasible
38,4,1,2,Infeasible
39,4,1,2,Infeasible
40,4,1,2,Infeasible
41,4,1,2,Infeasible
42,4,1,2,Infeasible
43,4,1,2,Infeasible
44,4,1,2,Infeasible
45,4,1,2,Infeasible
46,4,1,2,Infeasible
47,4,1,2,Infeasible
48,4,1,2,Infeasible
49,4,1,2,Infeasible
50,4,1,2,Infeasible
51,4,1,2,Infeasible
52,4,1,2,Infeasible
53,4,1,2,Infeasible
54,4,1,2,Infeasible
55,4,1,2,Infeasible
56,4,1,2,Infeasible
57,4,1,2,Infeasible
58,4,1,2,Infeasible
59,4,1,2,Infeasible
60,4,1,2,Infeasible
61,4,1,2,Infeasible
62,4,1,2,Infeasible
63,4,1,2,Infeasible
64,4,1,2,Infeasible
65,4,1,2,Infeasible
66,4,1,2,Infeasible
67,4,1,2,Infeasible
68,4,1,2,Infeasible
69,4,1,2,Infeasible
70,4,1,2,Infeasible
71,4,1,2,Infeasible
72,4,1,2,Infeasible
73,4,1,2,Infeasible
74,4,1,2,Infeasible
75,4,1,2,Infeasible
76,4,1,2,Infeasible
77,4,1,2,Infeasible
78,4,1,2,Infeasible
79,4,1,2,Infeasible
80,4,1,2,Infeasible
81,4,1,2,Infeasible
82,4,1,2,Infeasible
83,4,1,2,Infeasible
84,4,1,2,Infeasible
85,4,1,2,Infeasible
86,4,1,2,Infeasible
87,4,1,2,Infeasible
88,4,1,2,Infeasible
89,4,1,2,Infeasible
90,4,1,2,Infeasible
91,4,1,2,Infeasible
0,4,1,3,Infeasible
1,4,1,3,Infeasible
2,4,1,3,Infeasible
3,4,1,3,Infeasible
4,4,1,3,Infeasible
5,4,1,3,Infeasible
6,4,1,3,Infeasible
7,4,1,3,Infeasible
8,4,1,3,Infeasible
9,4,1,3,Infeasible
10,4,1,3,Infeasible
11,4,1,3,Infeasible
12,4,1,3,Infeasible
13,4,1,3,Infeasible
14,4,1,3,Infeasible
15,4,1,3,Infeasible
16,4,1,3,Infeasible
17,4,1,3,Infeasible
18,4,1,3,Infeasible
19,4,1,3,Infeasible
20,4,1,3,Infeasible
21,4,1,3,Infeasible
22,4,1,3,Infeasible
23,4,1,3,Infeasible
24,4,1,3,Infeasible
25,4,1,3,Feasible
26,4,1,3,Infeasible
27,4,1,3,Infeasible
28,4,1,3,Infeasible
29,4,1,3,Infeasible
30,4,1,3,Infeasible
31,4,1,3,Infeasible
32,4,1,3,Infeasible
33,4,1,3,Infeasible
34,4,1,3,Infeasible
35,4,1,3,Infeasible
36,4,1,3,Infeasible
37,4,1,3,Infeasible
38,4,1,3,Infeasible
39,4,1,3,Infeasible
40,4,1,3,Infeasible
41,4,1,3,Infeasible
42,4,1,3,Infeasible
43,4,1,3,Infeasible
44,4,1,3,Infeasible
45,4,1,3,Infeasible
46,4,1,3,Infeasible
47,4,1,3,Infeasible
48,4,1,3,Infeasible
49,4,1,3,Infeasible
50,4,1,3,Infeasible
51,4,1,3,Infeasible
52,4,1,3,Infeasible
53,4,1,3,Infeasible
54,4,1,3,Infeasible
55,4,1,3,Infeasible
56,4,1,3,Infeasible
57,4,1,3,Infeasible
58,4,1,3,Infeasible
59,4,1,3,Infeasible
60,4,1,3,Infeasible
61,4,1,3,Infeasible
62,4,1,3,Infeasible
63,4,1,3,Infeasible
64,4,1,3,Infeasible
65,4,1,3,Infeasible
66,4,1,3,Infeasible
67,4,1,3,Infeasible
68,4,1,3,Infeasible
69,4,1,3,Infeasible
70,4,1,3,Infeasible
71,4,1,3,Infeasible
72,4,1,3,Infeasible
73,4,1,3,Infeasible
74,4,1,3,Infeasible
75,4,1,3,Infeasible
76,4,1,3,Infeasible
77,4,1,3,Infeasible
78,4,1,3,Infeasible
79,4,1,3,Infeasible
80,4,1,3,Infeasible
81,4,1,3,Infeasible
82,4,1,3,Infeasible
83,4,1,3,Infeasible
84,4,1,3,Infeasible
85,4,1,3,Feasible
86,4,1,3,Infeasible
87,4,1,3,Infeasible
88,4,1,3,Infeasible
89,4,1,3,Infeasible
90,4,1,3,Infeasible
91,4,1,3,Infeasible
0,5,1,1,Infeasible
1,5,1,1,Infeasible
2,5,1,1,Infeasible
3,5,1,1,Infeasible
4,5,1,1,Infeasible
5,5,1,1,Infeasible
6,5,1,1,Infeasible
7,5,1,1,Infeasible
8,5,1,1,Infeasible
9,5,1,1,Infeasible
10,5,1,1,Infeasible
11,5,1,1,Infeasible
12,5,1,1,Infeasible
13,5,1,1,Infeasible
14,5,1,1,Infeasible
15,5,1,1,Infeasible
16,5,1,1,Infeasible
17,5,1,1,Infeasible
18,5,1,1,Infeasible
19,5,1,1,Infeasible
20,5,1,1,Infeasible
21,5,1,1,Infeasible
22,5,1,1,Infeasible
23,5,1,1,Infeasible
24,5,1,1,Infeasible
25,5,1,1,Infeasible
26,5,1,1,Infeasible
27,5,1,1,Infeasible
28,5,1,1,Infeasible
29,5,1,1,Infeasible
30,5,1,1,Infeasible
31,5,1,1,Infeasible
32,5,1,1,Infeasible
33,5,1,1,Infeasible
34,5,1,1,Infeasible
35,5,1,1,Infeasible
36,5,1,1,Infeasible
37,5,1,1,Infeasible
38,5,1,1,Infeasible
39,5,1,1,Infeasible
40,5,1,1,Infeasible
41,5,1,1,Infeasible
42,5,1,1,Infeasible
43,5,1,1,Feasible
44,5,1,1,Infeasible
45,5,1,1,Infeasible
46,5,1,1,Infeasible
47,5,1,1,Infeasible
48,5,1,1,Infeasible
49,5,1,1,Infeasible
50,5,1,1,Infeasible
51,5,1,1,Infeasible
52,5,1,1,Infeasible
53,5,1,1,Infeasible
54,5,1,1,Infeasible
55,5,1,1,Infeasible
56,5,1,1,Infeasible
57,5,1,1,Infeasible
58,5,1,1,Infeasible
59,5,1,1,Infeasible
60,5,1,1,Infeasible
61,5,1,1,Infeasible
62,5,1,1,Infeasible
63,5,1,1,Infeasible
64,5,1,1,Infeasible
65,5,1,1,Infeasible
66,5,1,1,Infeasible
67,5,1,1,Infeasible
68,5,1,1,Infeasible
69,5,1,1,Infeasible
70,5,1,1,Infeasible
71,5,1,1,Infeasible
72,5,1,1,Infeasible
73,5,1,1,Infeasible
74,5,1,1,Infeasible
75,5,1,1,Infeasible
76,5,1,1,Infeasible
77,5,1,1,Infeasible
78,5,1,1,Infeasible
79,5,1,1,Infeasible
80,5,1,1,Infeasible
81,5,1,1,Infeasible
82,5,1,1,Infeasible
83,5,1,1,Infeasible
84,5,1,1,Infeasible
85,5,1,1,Infeasible
86,5,1,1,Infeasible
87,5,1,1,Infeasible
88,5,1,1,Infeasible
89,5,1,1,Infeasible
90,5,1,1,Infeasible
91,5,1,1,Infeasible
0,5,1,2,Infeasible
1,5,1,2,Infeasible
2,5,1,2,Infeasible
3,5,1,2,Infeasible
4,5,1,2,Infeasible
5,5,1,2,Infeasible
6,5,1,2,Infeasible
7,5,1,2,Infeasible
8,5,1,2,Infeasible
9,5,1,2,Infeasible
10,5,1,2,Infeasible
11,5,1,2,Infeasible
12,5,1,2,Infeasible
13,5,1,2,Infeasible
14,5,1,2,Infeasible
15,5,1,2,Infeasible
16,5,1,2,Infeasible
17,5,1,2,Infeasible
18,5,1,2,Infeasible
19,5,1,2,Infeasible
20,5,1,2,Infeasible
21,5,1,2,Infeasible
22,5,1,2,Infeasible
23,5,1,2,Infeasible
24,5,1,2,Infeasible
25,5,1,2,Infeasible
26,5,1,2,Infeasible
27,5,1,2,Infeasible
28,5,1,2,Infeasible
29,5,1,2,Infeasible
30,5,1,2,Infeasible
31,5,1,2,Infeasible
32,5,1,2,Infeasible
33,5,1,2,Infeasible
34,5,1,2,Infeasible
35,5,1,2,Infeasible
36,5,1,2,Infeasible
37,5,1,2,Infeasible
38,5,1,2,Infeasible
39,5,1,2,Infeasible
40,5,1,2,Infeasible
41,5,1,2,Infeasible
42,5,1,2,Infeasible
43,5,1,2,Infeasible
44,5,1,2,Infeasible
45,5,1,2,Infeasible
46,5,1,2,Infeasible
47,5,1,2,Infeasible
48,5,1,2,Infeasible
49,5,1,2,Infeasible
50,5,1,2,Infeasible
51,5,1,2,Infeasible
52,5,1,2,Infeasible
53,5,1,2,Infeasible
54,5,1,2,Infeasible
55,5,1,2,Infeasible
56,5,1,2,Infeasible
57,5,1,2,Infeasible
58,5,1,2,Infeasible
59,5,1,2,Infeasible
60,5,1,2,Infeasible
61,5,1,2,Infeasible
62,5,1,2,Infeasible
63,5,1,2,Infeasible
64,5,1,2,Infeasible
65,5,1,2,Infeasible
66,5,1,2,Infeasible
67,5,1,2,Infeasible
68,5,1,2,Infeasible
69,5,1,2,Infeasible
70,5,1,2,Infeasible
71,5,1,2,Infeasible
72,5,1,2,Infeasible
73,5,1,2,Infeasible
74,5,1,2,Infeasible
75,5,1,2,Infeasible
76,5,1,2,Infeasible
77,5,1,2,Infeasible
78,5,1,2,Infeasible
79,5,1,2,Infeasible
80,5,1,2,Infeasible
81,5,1,2,Infeasible
82,5,1,2,Infeasible
83,5,1,2,Infeasible
84,5,1,2,Infeasible
85,5,1,2,Infeasible
86,5,1,2,Infeasible
87,5,1,2,Infeasible
88,5,1,2,Infeasible
89,5,1,2,Infeasible
90,5,1,2,Infeasible
91,5,1,2,Infeasible
0,5,1,3,Infeasible
1,5,1,3,Infeasible
2,5,1,3,Infeasible
3,5,1,3,Infeasible
4,5,1,3,Infeasible
5,5,1,3,Infeasible
6,5,1,3,Infeasible
7,5,1,3,Infeasible
8,5,1,3,Infeasible
9,5,1,3,Infeasible
10,5,1,3,Infeasible
11,5,1,3,Infeasible
12,5,1,3,Infeasible
13,5,1,3,Infeasible
14,5,1,3,Infeasible
15,5,1,3,Infeasible
16,5,1,3,Infeasible
17,5,1,3,Infeasible
18,5,1,3,Infeasible
19,5,1,3,Infeasible
20,5,1,3,Infeasible
21,5,1,3,Infeasible
22,5,1,3,Infeasible
23,5,1,3,Infeasible
24,5,1,3,Infeasible
25,5,1,3,Infeasible
26,5,1,3,Infeasible
27,5,1,3,Infeasible
28,5,1,3,Infeasible
29,5,1,3,Infeasible
30,5,1,3,Infeasible
31,5,1,3,Infeasible
32,5,1,3,Infeasible
33,5,1,3,Infeasible
34,5,1,3,Infeasible
35,5,1,3,Infeasible
36,5,1,3,Infeasible
37,5,1,3,Infeasible
38,5,1,3,Infeasible
39,5,1,3,Infeasible
40,5,1,3,Infeasible
41,5,1,3,Infeasible
42,5,1,3,Infeasible
43,5,1,3,Infeasible
44,5,1,3,Infeasible
45,5,1,3,Infeasible
46,5,1,3,Infeasible
47,5,1,3,Infeasible
48,5,1,3,Infeasible
49,5,1,3,Infeasible
50,5,1,3,Infeasible
51,5,1,3,Infeasible
52,5,1,3,Infeasible
53,5,1,3,Infeasible
54,5,1,3,Infeasible
55,5,1,3,Infeasible
56,5,1,3,Infeasible
57,5,1,3,Infeasible
58,5,1,3,Infeasible
59,5,1,3,Feasible
60,5,1,3,Infeasible
61,5,1,3,Infeasible
62,5,1,3,Infeasible
63,5,1,3,Infeasible
64,5,1,3,Infeasible
65,5,1,3,Infeasible
66,5,1,3,Infeasible
67,5,1,3,Infeasible
68,5,1,3,Infeasible
69,5,1,3,Infeasible
70,5,1,3,Infeasible
71,5,1,3,Infeasible
72,5,1,3,Infeasible
73,5,1,3,Infeasible
74,5,1,3,Infeasible
75,5,1,3,Infeasible
76,5,1,3,Infeasible
77,5,1,3,Infeasible
78,5,1,3,Infeasible
79,5,1,3,Infeasible
80,5,1,3,Infeasible
81,5,1,3,Infeasible
82,5,1,3,Infeasible
83,5,1,3,Infeasible
84,5,1,3,Infeasible
85,5,1,3,Infeasible
86,5,1,3,Infeasible
87,5,1,3,Infeasible
88,5,1,3,Infeasible
89,5,1,3,Infeasible
90,5,1,3,Infeasible
91,5,1,3,Infeasible
0,6,1,1,Infeasible
1,6,1,1,Infeasible
2,6,1,1,Infeasible
3,6,1,1,Infeasible
4,6,1,1,Infeasible
5,6,1,1,Infeasible
6,6,1,1,Infeasible
7,6,1,1,Infeasible
8,6,1,1,Infeasible
9,6,1,1,Infeasible
10,6,1,1,Infeasible
11,6,1,1,Infeasible
12,6,1,1,Infeasible
13,6,1,1,Infeasible
14,6,1,1,Infeasible
15,6,1,1,Infeasible
16,6,1,1,Infeasible
17,6,1,1,Infeasible
18,6,1,1,Infeasible
19,6,1,1,Infeasible
20,6,1,1,Infeasible
21,6,1,1,Infeasible
22,6,1,1,Infeasible
23,6,1,1,Infeasible
24,6,1,1,Infeasible
25,6,1,1,Infeasible
26,6,1,1,Infeasible
27,6,1,1,Infeasible
28,6,1,1,Infeasible
29,6,1,1,Infeasible
30,6,1,1,Infeasible
31,6,1,1,Infeasible
32,6,1,1,Infeasible
33,6,1,1,Infeasible
34,6,1,1,Infeasible
35,6,1,1,Infeasible
36,6,1,1,Infeasible
37,6,1,1,Infeasible
38,6,1,1,Infeasible
39,6,1,1,Infeasible
40,6,1,1,Infeasible
41,6,1,1,Infeasible
42,6,1,1,Infeasible
43,6,1,1,Infeasible
44,6,1,1,Infeasible
45,6,1,1,Infeasible
46,6,1,1,Infeasible
47,6,1,1,Infeasible
48,6,1,1,Infeasible
49,6,1,1,Infeasible
50,6,1,1,Infeasible
51,6,1,1,Infeasible
52,6,1,1,Infeasible
53,6,1,1,Infeasible
54,6,1,1,Infeasible
55,6,1,1,Infeasible
56,6,1,1,Infeasible
57,6,1,1,Infeasible
58,6,1,1,Infeasible
59,6,1,1,Infeasible
60,6,1,1,Infeasible
61,6,1,1,Infeasible
62,6,1,1,Infeasible
63,6,1,1,Infeasible
64,6,1,1,Infeasible
65,6,1,1,Infeasible
66,6,1,1,Infeasible
67,6,1,1,Infeasible
68,6,1,1,Infeasible
69,6,1,1,Infeasible
70,6,1,1,Infeasible
71,6,1,1,Infeasible
72,6,1,1,Infeasible
73,6,1,1,Infeasible
74,6,1,1,Infeasible
75,6,1,1,Infeasible
76,6,1,1,Infeasible
77,6,1,1,Infeasible
78,6,1,1,Infeasible
79,6,1,1,Infeasible
80,6,1,1,Infeasible
81,6,1,1,Infeasible
82,6,1,1,Infeasible
83,6,1,1,Infeasible
84,6,1,1,Infeasible
85,6,1,1,Infeasible
86,6,1,1,Infeasible
87,6,1,1,Infeasible
88,6,1,1,Infeasible
89,6,1,1,Infeasible
90,6,1,1,Infeasible
91,6,1,1,Infeasible
0,6,1,2,Infeasible
1,6,1,2,Infeasible
2,6,1,2,Infeasible
3,6,1,2,Infeasible
4,6,1,2,Infeasible
5,6,1,2,Infeasible
6,6,1,2,Feasible
7,6,1,2,Infeasible
8,6,1,2,Infeasible
9,6,1,2,Infeasible
10,6,1,2,Infeasible
11,6,1,2,Infeasible
12,6,1,2,Infeasible
13,6,1,2,Infeasible
14,6,1,2,Infeasible
15,6,1,2,Infeasible
16,6,1,2,Infeasible
17,6,1,2,Infeasible
18,6,1,2,Infeasible
19,6,1,2,Infeasible
20,6,1,2,Infeasible
21,6,1,2,Infeasible
22,6,1,2,Infeasible
23,6,1,2,Infeasible
24,6,1,2,Infeasible
25,6,1,2,Infeasible
26,6,1,2,Infeasible
27,6,1,2,Infeasible
28,6,1,2,Infeasible
29,6,1,2,Infeasible
30,6,1,2,Infeasible
31,6,1,2,Infeasible
32,6,1,2,Infeasible
33,6,1,2,Infeasible
34,6,1,2,Infeasible
35,6,1,2,Infeasible
36,6,1,2,Infeasible
37,6,1,2,Infeasible
38,6,1,2,Infeasible
39,6,1,2,Infeasible
40,6,1,2,Infeasible
41,6,1,2,Infeasible
42,6,1,2,Infeasible
43,6,1,2,Infeasible
44,6,1,2,Infeasible
45,6,1,2,Infeasible
46,6,1,2,Infeasible
47,6,1,2,Infeasible
48,6,1,2,Infeasible
49,6,1,2,Infeasible
50,6,1,2,Infeasible
51,6,1,2,Infeasible
52,6,1,2,Infeasible
53,6,1,2,Infeasible
54,6,1,2,Infeasible
55,6,1,2,Infeasible
56,6,1,2,Infeasible
57,6,1,2,Infeasible
58,6,1,2,Infeasible
59,6,1,2,Infeasible
60,6,1,2,Infeasible
61,6,1,2,Infeasible
62,6,1,2,Infeasible
63,6,1,2,Infeasible
64,6,1,2,Infeasible
65,6,1,2,Infeasible
66,6,1,2,Infeasible
67,6,1,2,Infeasible
68,6,1,2,Infeasible
69,6,1,2,Infeasible
70,6,1,2,Infeasible
71,6,1,2,Infeasible
72,6,1,2,Infeasible
73,6,1,2,Infeasible
74,6,1,2,Infeasible
75,6,1,2,Feasible
76,6,1,2,Infeasible
77,6,1,2,Infeasible
78,6,1,2,Infeasible
79,6,1,2,Infeasible
80,6,1,2,Infeasible
81,6,1,2,Infeasible
82,6,1,2,Infeasible
83,6,1,2,Infeasible
84,6,1,2,Infeasible
85,6,1,2,Infeasible
86,6,1,2,Infeasible
87,6,1,2,Infeasible
88,6,1,2,Infeasible
89,6,1,2,Infeasible
90,6,1,2,Infeasible
91,6,1,2,Infeasible
0,6,1,3,Feasible
1,6,1,3,Infeasible
2,6,1,3,Infeasible
3,6,1,3,Infeasible
4,6,1,3,Infeasible
5,6,1,3,Infeasible
6,6,1,3,Infeasible
7,6,1,3,Infeasible
8,6,1,3,Infeasible
9,6,1,3,Infeasible
10,6,1,3,Infeasible
11,6,1,3,Infeasible
12,6,1,3,Infeasible
13,6,1,3,Infeasible
14,6,1,3,Infeasible
15,6,1,3,Infeasible
16,6,1,3,Infeasible
17,6,1,3,Infeasible
18,6,1,3,Infeasible
19,6,1,3,Infeasible
20,6,1,3,Infeasible
21,6,1,3,Infeasible
22,6,1,3,Infeasible
23,6,1,3,Infeasible
24,6,1,3,Infeasible
25,6,1,3,Infeasible
26,6,1,3,Infeasible
27,6,1,3,Infeasible
28,6,1,3,Infeasible
29,6,1,3,Infeasible
30,6,1,3,Infeasible
31,6,1,3,Feasible
32,6,1,3,Infeasible
33,6,1,3,Infeasible
34,6,1,3,Infeasible
35,6,1,3,Infeasible
36,6,1,3,Infeasible
37,6,1,3,Infeasible
38,6,1,3,Infeasible
39,6,1,3,Infeasible
40,6,1,3,Infeasible
41,6,1,3,Infeasible
42,6,1,3,Infeasible
43,6,1,3,Infeasible
44,6,1,3,Infeasible
45,6,1,3,Infeasible
46,6,1,3,Infeasible
47,6,1,3,Infeasible
48,6,1,3,Infeasible
49,6,1,3,Infeasible
50,6,1,3,Infeasible
51,6,1,3,Infeasible
52,6,1,3,Infeasible
53,6,1,3,Infeasible
54,6,1,3,Infeasible
55,6,1,3,Infeasible
56,6,1,3,Infeasible
57,6,1,3,Infeasible
58,6,1,3,Infeasible
59,6,1,3,Infeasible
60,6,1,3,Infeasible
61,6,1,3,Infeasible
62,6,1,3,Infeasible
63,6,1,3,Infeasible
64,6,1,3,Infeasible
65,6,1,3,Infeasible
66,6,1,3,Infeasible
67,6,1,3,Infeasible
68,6,1,3,Infeasible
69,6,1,3,Infeasible
70,6,1,3,Infeasible
71,6,1,3,Infeasible
72,6,1,3,Infeasible
73,6,1,3,Infeasible
74,6,1,3,Infeasible
75,6,1,3,Infeasible
76,6,1,3,Infeasible
77,6,1,3,Infeasible
78,6,1,3,Infeasible
79,6,1,3,Infeasible
80,6,1,3,Infeasible
81,6,1,3,Infeasible
82,6,1,3,Infeasible
83,6,1,3,Infeasible
84,6,1,3,Infeasible
85,6,1,3,Infeasible
86,6,1,3,Infeasible
87,6,1,3,Infeasible
88,6,1,3,Infeasible
89,6,1,3,Infeasible
90,6,1,3,Infeasible
91,6,1,3,Infeasible
0,7,1,1,Infeasible
1,7,1,1,Infeasible
2,7,1,1,Infeasible
3,7,1,1,Infeasible
4,7,1,1,Infeasible
5,7,1,1,Infeasible
6,7,1,1,Infeasible
7,7,1,1,Infeasible
8,7,1,1,Infeasible
9,7,1,1,Infeasible
10,7,1,1,Infeasible
11,7,1,1,Infeasible
12,7,1,1,Infeasible
13,7,1,1,Infeasible
14,7,1,1,Infeasible
15,7,1,1,Infeasible
16,7,1,1,Infeasible
17,7,1,1,Infeasible
18,7,1,1,Infeasible
19,7,1,1,Infeasible
20,7,1,1,Infeasible
21,7,1,1,Infeasible
22,7,1,1,Infeasible
23,7,1,1,Infeasible
24,7,1,1,Infeasible
25,7,1,1,Infeasible
26,7,1,1,Infeasible
27,7,1,1,Infeasible
28,7,1,1,Infeasible
29,7,1,1,Infeasible
30,7,1,1,Infeasible
31,7,1,1,Infeasible
32,7,1,1,Infeasible
33,7,1,1,Infeasible
34,7,1,1,Infeasible
35,7,1,1,Infeasible
36,7,1,1,Infeasible
37,7,1,1,Infeasible
38,7,1,1,Infeasible
39,7,1,1,Infeasible
40,7,1,1,Infeasible
41,7,1,1,Infeasible
42,7,1,1,Infeasible
43,7,1,1,Infeasible
44,7,1,1,Infeasible
45,7,1,1,Infeasible
46,7,1,1,Infeasible
47,7,1,1,Infeasible
48,7,1,1,Infeasible
49,7,1,1,Infeasible
50,7,1,1,Infeasible
51,7,1,1,Infeasible
52,7,1,1,Infeasible
53,7,1,1,Infeasible
54,7,1,1,Infeasible
55,7,1,1,Infeasible
56,7,1,1,Infeasible
57,7,1,1,Infeasible
58,7,1,1,Infeasible
59,7,1,1,Infeasible
60,7,1,1,Infeasible
61,7,1,1,Infeasible
62,7,1,1,Infeasible
63,7,1,1,Infeasible
64,7,1,1,Infeasible
65,7,1,1,Infeasible
