Region,category,cat_score,childRegions,RId
Italy and Malta,apr,3.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,mar,3.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,cities & architecture,5.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,average weekly cost,0.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,jan,3.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,Weeks to Upper Quantile,1.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,Weeks to Lower Quantile,12.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,nov,3.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Italy and Malta,dec,3.0,"Corsica and Sardinia, Cyprus, Greece  islands, Greece  mainland, Italy and Malta, Portugal  islands, Portugal  mainland, Spain  Balearic Islands, Spain  Canary islands, Spain  mainland, Turkey",86
Japan,average weekly cost,560.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,hiking,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,Safety from crime,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,Weeks to Lower Quantile,12.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,may,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,mar,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,apr,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,jun,3.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,beach,3.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,jul,2.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,aug,2.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,sep,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,oct,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,nov,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,dec,2.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,Weeks to Upper Quantile,1.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,watersports,2.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,nature & wildlife,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,wintersports,3.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,culture,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,culinary,3.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,cities & architecture,5.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,feb,3.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,jan,2.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,shopping,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Japan,entertainment,4.0,"China, Japan, Mongolia, North Korea, South Korea, Taiwan, China East (Shanghai region), China North (Beijing region), China Northeast (Liaoning to Heilongjiang), China Northwest (Shaanxi to Xinjiang), China South-central (Sichuan to Anhui), China Southeast (Hainan to Fujian  incl. Hong Kong), China Southwest (Guangxi to Tibet)",87
Jordan and Palestina,jan,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,mar,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,Safety from crime,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,nature & wildlife,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,hiking,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,average weekly cost,350.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,sep,4.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,oct,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,jun,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,dec,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,jul,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,may,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,apr,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,beach,1.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,watersports,1.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,entertainment,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,aug,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,nov,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,cities & architecture,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,feb,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,shopping,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,culinary,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,culture,4.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,wintersports,1.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,Weeks to Lower Quantile,1.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Jordan and Palestina,Weeks to Upper Quantile,1.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",88
Kazakhstan,culinary,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,culture,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,Weeks to Lower Quantile,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,Weeks to Upper Quantile,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,wintersports,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,nature & wildlife,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,hiking,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,beach,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,watersports,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,cities & architecture,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,Safety from crime,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,jan,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,feb,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,average weekly cost,0.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,mar,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,apr,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,may,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,jun,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,jul,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,aug,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,sep,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,oct,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,nov,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,dec,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,shopping,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kazakhstan,entertainment,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",89
Kenya,Weeks to Lower Quantile,1.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,mar,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,apr,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,Weeks to Upper Quantile,1.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,dec,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,nov,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,oct,4.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,sep,5.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,aug,5.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,jul,5.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,jun,4.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,may,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,feb,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,jan,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,average weekly cost,0.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,cities & architecture,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,Safety from crime,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,nature & wildlife,4.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,hiking,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,beach,4.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,watersports,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,entertainment,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,shopping,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,wintersports,1.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,culinary,2.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kenya,culture,3.0,"Eritrea  Djibouti  Ethiopia, Kenya, Somalia, Tanzania, Uganda  Rwanda and Burundi",90
Kyrgyzstan and Tajikistan,wintersports,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,culture,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,cities & architecture,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,shopping,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,entertainment,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,jan,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,hiking,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,feb,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,Safety from crime,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,nature & wildlife,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,beach,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,watersports,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,Weeks to Upper Quantile,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,mar,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,culinary,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,may,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,Weeks to Lower Quantile,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,apr,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,dec,1.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,average weekly cost,0.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,oct,3.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,nov,2.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,sep,4.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,aug,5.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,jul,5.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Kyrgyzstan and Tajikistan,jun,5.0,"Afghanistan, Kazakhstan, Kyrgyzstan and Tajikistan, Uzbekistan and Turkmenistan",91
Lebanon and Syria,mar,5.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
Lebanon and Syria,feb,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
Lebanon and Syria,jan,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
Lebanon and Syria,shopping,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
Lebanon and Syria,cities & architecture,2.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
Lebanon and Syria,culinary,3.0,"Iran, Iraq and Kuwait, Israel, Jordan and Palestina, Lebanon and Syria, Oman and Yemen, Qatar and Bahrain, Saudi-Arabia, United Arab Emirates",92
